date,hour,month,year,day_name,is_weekend,type,source,sales,count
2022-10-19,18,10,2022,Wednesday,No,Pick Up,Cashier,47.5,6
2022-10-19,19,10,2022,Wednesday,No,Pick Up,Cashier,19.5,3
2022-10-19,20,10,2022,Wednesday,No,Pick Up,Cashier,12.0,1
2022-10-19,21,10,2022,Wednesday,No,Pick Up,Cashier,8.0,3
2022-10-19,22,10,2022,Wednesday,No,Pick Up,Cashier,16.0,3
2022-10-19,23,10,2022,Wednesday,No,Pick Up,Cashier,11.75,2
2022-10-20,0,10,2022,Thursday,No,Pick Up,Cashier,5.0,1
2022-10-20,12,10,2022,Thursday,No,Pick Up,Cashier,9.5,2
2022-10-20,13,10,2022,Thursday,No,Pick Up,Cashier,7.0,2
2022-10-20,14,10,2022,Thursday,No,Pick Up,Cashier,55.5,8
2022-10-20,15,10,2022,Thursday,No,Pick Up,Cashier,20.5,1
2022-10-20,16,10,2022,Thursday,No,Pick Up,Cashier,63.05,7
2022-10-20,17,10,2022,Thursday,No,Pick Up,Cashier,28.25,3
2022-10-20,18,10,2022,Thursday,No,Pick Up,Cashier,40.75,4
2022-10-20,19,10,2022,Thursday,No,Pick Up,Cashier,34.5,4
2022-10-20,20,10,2022,Thursday,No,Pick Up,Cashier,87.0,9
2022-10-20,21,10,2022,Thursday,No,Dine In,Cashier,0.0,1
2022-10-20,21,10,2022,Thursday,No,Pick Up,Cashier,17.25,2
2022-10-20,22,10,2022,Thursday,No,Pick Up,Cashier,34.0,5
2022-10-20,23,10,2022,Thursday,No,Pick Up,Cashier,12.0,1
2022-10-21,15,10,2022,Friday,Yes,Pick Up,Cashier,38.0,3
2022-10-21,16,10,2022,Friday,Yes,Pick Up,Cashier,47.25,5
2022-10-21,17,10,2022,Friday,Yes,Pick Up,Cashier,40.25,4
2022-10-21,18,10,2022,Friday,Yes,Pick Up,Cashier,10.25,2
2022-10-21,19,10,2022,Friday,Yes,Pick Up,Cashier,54.0,5
2022-10-21,20,10,2022,Friday,Yes,Pick Up,Cashier,3.75,1
2022-10-21,21,10,2022,Friday,Yes,Pick Up,Cashier,97.75,10
2022-10-21,22,10,2022,Friday,Yes,Pick Up,Cashier,54.25,8
2022-10-21,23,10,2022,Friday,Yes,Pick Up,Cashier,41.0,4
2022-10-22,15,10,2022,Saturday,Yes,Pick Up,Cashier,28.5,5
2022-10-22,17,10,2022,Saturday,Yes,Pick Up,Cashier,31.5,4
2022-10-22,18,10,2022,Saturday,Yes,Pick Up,Cashier,14.75,3
2022-10-22,19,10,2022,Saturday,Yes,Pick Up,Cashier,8.75,1
2022-10-22,20,10,2022,Saturday,Yes,Dine In,Cashier,0.0,1
2022-10-22,20,10,2022,Saturday,Yes,Pick Up,Cashier,29.0,5
2022-10-22,21,10,2022,Saturday,Yes,Pick Up,Cashier,20.75,2
2022-10-22,22,10,2022,Saturday,Yes,Pick Up,Cashier,16.75,3
2022-10-22,23,10,2022,Saturday,Yes,Pick Up,Cashier,49.05,6
2022-10-26,17,10,2022,Wednesday,No,Pick Up,Cashier,810.1,96
2022-10-26,18,10,2022,Wednesday,No,Pick Up,Cashier,73.25,7
2022-10-26,19,10,2022,Wednesday,No,Pick Up,Cashier,9.0,1
2022-10-26,20,10,2022,Wednesday,No,Pick Up,Cashier,24.0,2
2022-10-26,21,10,2022,Wednesday,No,Pick Up,Cashier,40.25,5
2022-10-26,22,10,2022,Wednesday,No,Pick Up,Cashier,42.15,4
2022-10-27,0,10,2022,Thursday,No,Pick Up,Cashier,15.75,1
2022-10-27,1,10,2022,Thursday,No,Pick Up,Cashier,22.25,4
2022-10-27,13,10,2022,Thursday,No,Pick Up,Cashier,32.5,3
2022-10-27,14,10,2022,Thursday,No,Pick Up,Cashier,112.75,12
2022-10-27,15,10,2022,Thursday,No,Pick Up,Cashier,37.0,3
2022-10-27,16,10,2022,Thursday,No,Pick Up,Cashier,91.15,5
2022-10-27,18,10,2022,Thursday,No,Pick Up,Cashier,65.25,9
2022-10-27,19,10,2022,Thursday,No,Pick Up,Cashier,58.25,6
2022-10-27,20,10,2022,Thursday,No,Pick Up,Cashier,73.0,7
2022-10-27,21,10,2022,Thursday,No,Pick Up,Cashier,25.5,3
2022-10-27,22,10,2022,Thursday,No,Pick Up,Cashier,21.4,3
2022-10-27,23,10,2022,Thursday,No,Pick Up,Cashier,35.75,4
2022-10-28,0,10,2022,Friday,Yes,Pick Up,Cashier,4.25,1
2022-10-28,14,10,2022,Friday,Yes,Pick Up,Cashier,12.0,1
2022-10-28,15,10,2022,Friday,Yes,Pick Up,Cashier,8.0,2
2022-10-28,16,10,2022,Friday,Yes,Pick Up,Cashier,17.25,4
2022-10-28,17,10,2022,Friday,Yes,Pick Up,Cashier,29.25,3
2022-10-28,18,10,2022,Friday,Yes,Pick Up,Cashier,48.5,4
2022-10-28,19,10,2022,Friday,Yes,Pick Up,Cashier,46.8,6
2022-10-28,20,10,2022,Friday,Yes,Pick Up,Cashier,19.5,2
2022-10-28,21,10,2022,Friday,Yes,Pick Up,Cashier,45.75,5
2022-10-28,22,10,2022,Friday,Yes,Pick Up,Cashier,36.5,3
2022-10-28,23,10,2022,Friday,Yes,Pick Up,Cashier,74.75,7
2022-10-29,0,10,2022,Saturday,Yes,Pick Up,Cashier,17.0,2
2022-10-29,14,10,2022,Saturday,Yes,Pick Up,Cashier,27.75,3
2022-10-29,15,10,2022,Saturday,Yes,Pick Up,Cashier,98.75,9
2022-10-29,16,10,2022,Saturday,Yes,Pick Up,Cashier,68.5,6
2022-10-29,17,10,2022,Saturday,Yes,Pick Up,Cashier,3.75,1
2022-10-29,18,10,2022,Saturday,Yes,Pick Up,Cashier,48.0,6
2022-10-29,19,10,2022,Saturday,Yes,Pick Up,Cashier,41.25,3
2022-10-29,20,10,2022,Saturday,Yes,Pick Up,Cashier,9.75,2
2022-10-29,21,10,2022,Saturday,Yes,Pick Up,Cashier,33.75,4
2022-10-29,22,10,2022,Saturday,Yes,Pick Up,Cashier,54.0,4
2022-10-29,23,10,2022,Saturday,Yes,Dine In,Cashier,0.0,1
2022-10-29,23,10,2022,Saturday,Yes,Pick Up,Cashier,2.0,1
2022-10-30,13,10,2022,Sunday,No,Pick Up,Cashier,4.25,1
2022-10-30,14,10,2022,Sunday,No,Pick Up,Cashier,9.0,1
2022-10-30,15,10,2022,Sunday,No,Pick Up,Cashier,60.0,4
2022-10-30,16,10,2022,Sunday,No,Pick Up,Cashier,41.25,5
2022-10-30,17,10,2022,Sunday,No,Pick Up,Cashier,34.5,4
2022-10-30,18,10,2022,Sunday,No,Pick Up,Cashier,52.0,5
2022-10-30,19,10,2022,Sunday,No,Pick Up,Cashier,7.4,1
2022-10-30,20,10,2022,Sunday,No,Pick Up,Cashier,29.55,4
2022-10-30,21,10,2022,Sunday,No,Pick Up,Cashier,34.5,5
2022-10-30,22,10,2022,Sunday,No,Pick Up,Cashier,33.5,5
2022-10-30,23,10,2022,Sunday,No,Pick Up,Cashier,21.0,1
2022-10-31,14,10,2022,Monday,No,Pick Up,Cashier,64.5,4
2022-10-31,15,10,2022,Monday,No,Pick Up,Cashier,34.25,3
2022-10-31,16,10,2022,Monday,No,Pick Up,Cashier,28.0,3
2022-10-31,17,10,2022,Monday,No,Pick Up,Cashier,15.75,2
2022-10-31,18,10,2022,Monday,No,Pick Up,Cashier,18.75,4
2022-10-31,19,10,2022,Monday,No,Pick Up,Cashier,88.25,8
2022-10-31,20,10,2022,Monday,No,Pick Up,Cashier,27.5,3
2022-10-31,21,10,2022,Monday,No,Pick Up,Cashier,14.25,2
2022-10-31,22,10,2022,Monday,No,Pick Up,Cashier,19.75,4
2022-10-31,23,10,2022,Monday,No,Pick Up,Cashier,18.5,3
2022-11-01,12,11,2022,Tuesday,No,Pick Up,Cashier,16.5,1
2022-11-01,14,11,2022,Tuesday,No,Pick Up,Cashier,16.75,2
2022-11-01,15,11,2022,Tuesday,No,Pick Up,Cashier,59.75,9
2022-11-01,16,11,2022,Tuesday,No,Pick Up,Cashier,21.25,4
2022-11-01,17,11,2022,Tuesday,No,Pick Up,Cashier,12.0,3
2022-11-01,18,11,2022,Tuesday,No,Pick Up,Cashier,25.25,4
2022-11-01,19,11,2022,Tuesday,No,Pick Up,Cashier,34.4,4
2022-11-01,20,11,2022,Tuesday,No,Pick Up,Cashier,43.5,5
2022-11-01,21,11,2022,Tuesday,No,Pick Up,Cashier,12.5,2
2022-11-01,22,11,2022,Tuesday,No,Pick Up,Cashier,10.5,1
2022-11-01,23,11,2022,Tuesday,No,Dine In,Cashier,0.0,1
2022-11-01,23,11,2022,Tuesday,No,Pick Up,Cashier,27.75,2
2022-11-02,12,11,2022,Wednesday,No,Pick Up,Cashier,3.75,1
2022-11-02,13,11,2022,Wednesday,No,Pick Up,Cashier,12.75,2
2022-11-02,14,11,2022,Wednesday,No,Pick Up,Cashier,69.25,6
2022-11-02,16,11,2022,Wednesday,No,Pick Up,Cashier,40.75,4
2022-11-02,17,11,2022,Wednesday,No,Dine In,Cashier,0.0,1
2022-11-02,17,11,2022,Wednesday,No,Pick Up,Cashier,21.5,3
2022-11-02,18,11,2022,Wednesday,No,Pick Up,Cashier,38.75,5
2022-11-02,19,11,2022,Wednesday,No,Pick Up,Cashier,32.0,4
2022-11-02,20,11,2022,Wednesday,No,Pick Up,Cashier,49.75,4
2022-11-02,21,11,2022,Wednesday,No,Pick Up,Cashier,24.5,3
2022-11-02,22,11,2022,Wednesday,No,Pick Up,Cashier,14.5,3
2022-11-02,23,11,2022,Wednesday,No,Pick Up,Cashier,16.75,3
2022-11-03,0,11,2022,Thursday,No,Pick Up,Cashier,39.0,5
2022-11-03,1,11,2022,Thursday,No,Pick Up,Cashier,7.5,1
2022-11-03,12,11,2022,Thursday,No,Pick Up,Cashier,6.25,1
2022-11-03,13,11,2022,Thursday,No,Pick Up,Cashier,42.0,4
2022-11-03,14,11,2022,Thursday,No,Pick Up,Cashier,69.0,5
2022-11-03,15,11,2022,Thursday,No,Pick Up,Cashier,39.75,4
2022-11-03,16,11,2022,Thursday,No,Dine In,Cashier,0.0,1
2022-11-03,16,11,2022,Thursday,No,Pick Up,Cashier,72.75,6
2022-11-03,17,11,2022,Thursday,No,Pick Up,Cashier,71.35,6
2022-11-03,18,11,2022,Thursday,No,Pick Up,Cashier,22.25,2
2022-11-03,19,11,2022,Thursday,No,Pick Up,Cashier,38.05,4
2022-11-03,20,11,2022,Thursday,No,Pick Up,Cashier,31.5,3
2022-11-03,21,11,2022,Thursday,No,Pick Up,Cashier,40.5,6
2022-11-03,22,11,2022,Thursday,No,Pick Up,Cashier,72.25,10
2022-11-03,23,11,2022,Thursday,No,Pick Up,Cashier,92.75,7
2022-11-04,0,11,2022,Friday,Yes,Pick Up,Cashier,30.3,4
2022-11-04,14,11,2022,Friday,Yes,Pick Up,Cashier,7.75,2
2022-11-04,15,11,2022,Friday,Yes,Pick Up,Cashier,32.75,2
2022-11-04,16,11,2022,Friday,Yes,Pick Up,Cashier,54.5,5
2022-11-04,17,11,2022,Friday,Yes,Pick Up,Cashier,31.5,4
2022-11-04,18,11,2022,Friday,Yes,Pick Up,Cashier,30.0,2
2022-11-04,19,11,2022,Friday,Yes,Pick Up,Cashier,10.5,1
2022-11-04,20,11,2022,Friday,Yes,Pick Up,Cashier,12.0,1
2022-11-04,21,11,2022,Friday,Yes,Pick Up,Cashier,21.75,4
2022-11-04,22,11,2022,Friday,Yes,Pick Up,Cashier,48.5,6
2022-11-04,23,11,2022,Friday,Yes,Pick Up,Cashier,48.0,4
2022-11-05,0,11,2022,Saturday,Yes,Pick Up,Cashier,7.75,2
2022-11-05,1,11,2022,Saturday,Yes,Pick Up,Cashier,8.5,1
2022-11-05,12,11,2022,Saturday,Yes,Pick Up,Cashier,10.25,1
2022-11-05,13,11,2022,Saturday,Yes,Pick Up,Cashier,29.5,2
2022-11-05,16,11,2022,Saturday,Yes,Pick Up,Cashier,12.0,1
2022-11-05,17,11,2022,Saturday,Yes,Pick Up,Cashier,21.25,2
2022-11-05,18,11,2022,Saturday,Yes,Pick Up,Cashier,30.0,4
2022-11-05,19,11,2022,Saturday,Yes,Pick Up,Cashier,49.0,7
2022-11-05,20,11,2022,Saturday,Yes,Pick Up,Cashier,20.0,3
2022-11-05,21,11,2022,Saturday,Yes,Dine In,Cashier,0.0,1
2022-11-05,21,11,2022,Saturday,Yes,Pick Up,Cashier,55.75,8
2022-11-05,22,11,2022,Saturday,Yes,Pick Up,Cashier,18.75,4
2022-11-05,23,11,2022,Saturday,Yes,Pick Up,Cashier,10.5,2
2022-11-06,0,11,2022,Sunday,No,Pick Up,Cashier,7.55,2
2022-11-06,1,11,2022,Sunday,No,Pick Up,Cashier,13.75,3
2022-11-06,12,11,2022,Sunday,No,Dine In,Cashier,0.0,1
2022-11-06,12,11,2022,Sunday,No,Pick Up,Cashier,17.5,2
2022-11-06,13,11,2022,Sunday,No,Pick Up,Cashier,18.25,2
2022-11-06,14,11,2022,Sunday,No,Pick Up,Cashier,42.25,4
2022-11-06,15,11,2022,Sunday,No,Pick Up,Cashier,24.25,5
2022-11-06,16,11,2022,Sunday,No,Pick Up,Cashier,51.0,9
2022-11-06,17,11,2022,Sunday,No,Pick Up,Cashier,20.0,3
2022-11-06,18,11,2022,Sunday,No,Pick Up,Cashier,17.75,3
2022-11-06,19,11,2022,Sunday,No,Pick Up,Cashier,99.75,13
2022-11-06,20,11,2022,Sunday,No,Pick Up,Cashier,53.25,7
2022-11-06,21,11,2022,Sunday,No,Pick Up,Cashier,83.5,11
2022-11-06,22,11,2022,Sunday,No,Pick Up,Cashier,69.0,8
2022-11-06,23,11,2022,Sunday,No,Pick Up,Cashier,2.0,1
2022-11-07,12,11,2022,Monday,No,Pick Up,Cashier,8.75,2
2022-11-07,13,11,2022,Monday,No,Pick Up,Cashier,22.25,5
2022-11-07,14,11,2022,Monday,No,Pick Up,Cashier,15.25,3
2022-11-07,15,11,2022,Monday,No,Pick Up,Cashier,23.0,3
2022-11-07,16,11,2022,Monday,No,Pick Up,Cashier,26.75,4
2022-11-07,17,11,2022,Monday,No,Pick Up,Cashier,38.0,5
2022-11-07,18,11,2022,Monday,No,Pick Up,Cashier,50.25,7
2022-11-07,19,11,2022,Monday,No,Pick Up,Cashier,33.0,5
2022-11-07,20,11,2022,Monday,No,Pick Up,Cashier,16.5,4
2022-11-07,21,11,2022,Monday,No,Pick Up,Cashier,12.0,2
2022-11-07,22,11,2022,Monday,No,Pick Up,Cashier,34.5,4
2022-11-07,23,11,2022,Monday,No,Pick Up,Cashier,36.75,4
2022-11-08,0,11,2022,Tuesday,No,Pick Up,Cashier,13.0,2
2022-11-08,1,11,2022,Tuesday,No,Pick Up,Cashier,0.0,1
2022-11-08,12,11,2022,Tuesday,No,Pick Up,Cashier,4.25,1
2022-11-08,13,11,2022,Tuesday,No,Pick Up,Cashier,1.5,1
2022-11-08,14,11,2022,Tuesday,No,Pick Up,Cashier,4.55,1
2022-11-08,15,11,2022,Tuesday,No,Pick Up,Cashier,88.75,6
2022-11-08,16,11,2022,Tuesday,No,Pick Up,Cashier,36.25,5
2022-11-08,17,11,2022,Tuesday,No,Pick Up,Cashier,50.5,4
2022-11-08,18,11,2022,Tuesday,No,Pick Up,Cashier,64.35,6
2022-11-08,19,11,2022,Tuesday,No,Pick Up,Cashier,10.25,1
2022-11-08,20,11,2022,Tuesday,No,Pick Up,Cashier,29.0,1
2022-11-08,21,11,2022,Tuesday,No,Pick Up,Cashier,36.25,4
2022-11-08,22,11,2022,Tuesday,No,Pick Up,Cashier,32.85,4
2022-11-08,23,11,2022,Tuesday,No,Pick Up,Cashier,49.0,3
2022-11-09,0,11,2022,Wednesday,No,Pick Up,Cashier,5.25,2
2022-11-09,12,11,2022,Wednesday,No,Pick Up,Cashier,5.0,1
2022-11-09,13,11,2022,Wednesday,No,Pick Up,Cashier,22.25,3
2022-11-09,14,11,2022,Wednesday,No,Pick Up,Cashier,58.5,6
2022-11-09,15,11,2022,Wednesday,No,Dine In,Cashier,0.0,1
2022-11-09,15,11,2022,Wednesday,No,Pick Up,Cashier,41.25,4
2022-11-09,16,11,2022,Wednesday,No,Pick Up,Cashier,58.75,5
2022-11-09,17,11,2022,Wednesday,No,Pick Up,Cashier,12.0,1
2022-11-09,18,11,2022,Wednesday,No,Pick Up,Cashier,46.4,6
2022-11-09,19,11,2022,Wednesday,No,Pick Up,Cashier,11.25,2
2022-11-09,20,11,2022,Wednesday,No,Pick Up,Cashier,29.65,3
2022-11-09,21,11,2022,Wednesday,No,Pick Up,Cashier,22.5,2
2022-11-09,23,11,2022,Wednesday,No,Pick Up,Cashier,9.0,1
2022-11-10,0,11,2022,Thursday,No,Pick Up,Cashier,37.5,6
2022-11-10,1,11,2022,Thursday,No,Pick Up,Cashier,3.75,1
2022-11-10,13,11,2022,Thursday,No,Pick Up,Cashier,18.5,2
2022-11-10,14,11,2022,Thursday,No,Pick Up,Cashier,60.25,6
2022-11-10,15,11,2022,Thursday,No,Pick Up,Cashier,39.75,4
2022-11-10,16,11,2022,Thursday,No,Pick Up,Cashier,17.75,3
2022-11-10,17,11,2022,Thursday,No,Pick Up,Cashier,4.0,1
2022-11-10,18,11,2022,Thursday,No,Pick Up,Cashier,57.5,5
2022-11-10,19,11,2022,Thursday,No,Pick Up,Cashier,30.0,4
2022-11-10,20,11,2022,Thursday,No,Pick Up,Cashier,51.75,6
2022-11-10,21,11,2022,Thursday,No,Pick Up,Cashier,19.25,3
2022-11-10,22,11,2022,Thursday,No,Pick Up,Cashier,60.75,5
2022-11-10,23,11,2022,Thursday,No,Pick Up,Cashier,62.0,6
2022-11-11,0,11,2022,Friday,Yes,Pick Up,Cashier,4.25,1
2022-11-11,1,11,2022,Friday,Yes,Pick Up,Cashier,39.25,6
2022-11-11,13,11,2022,Friday,Yes,Pick Up,Cashier,5.75,1
2022-11-11,15,11,2022,Friday,Yes,Pick Up,Cashier,14.25,3
2022-11-11,16,11,2022,Friday,Yes,Pick Up,Cashier,50.0,3
2022-11-11,17,11,2022,Friday,Yes,Pick Up,Cashier,53.25,4
2022-11-11,18,11,2022,Friday,Yes,Pick Up,Cashier,34.0,2
2022-11-11,19,11,2022,Friday,Yes,Pick Up,Cashier,40.25,4
2022-11-11,20,11,2022,Friday,Yes,Pick Up,Cashier,70.0,4
2022-11-11,21,11,2022,Friday,Yes,Pick Up,Cashier,60.25,6
2022-11-11,22,11,2022,Friday,Yes,Pick Up,Cashier,19.0,3
2022-11-11,23,11,2022,Friday,Yes,Pick Up,Cashier,33.25,3
2022-11-12,0,11,2022,Saturday,Yes,Pick Up,Cashier,10.5,2
2022-11-12,13,11,2022,Saturday,Yes,Pick Up,Cashier,5.25,1
2022-11-12,14,11,2022,Saturday,Yes,Pick Up,Cashier,76.0,5
2022-11-12,15,11,2022,Saturday,Yes,Pick Up,Cashier,6.25,1
2022-11-12,16,11,2022,Saturday,Yes,Pick Up,Cashier,61.5,6
2022-11-12,17,11,2022,Saturday,Yes,Pick Up,Cashier,23.25,3
2022-11-12,18,11,2022,Saturday,Yes,Pick Up,Cashier,15.5,3
2022-11-12,19,11,2022,Saturday,Yes,Pick Up,Cashier,21.25,2
2022-11-12,20,11,2022,Saturday,Yes,Pick Up,Cashier,50.25,5
2022-11-12,21,11,2022,Saturday,Yes,Pick Up,Cashier,33.25,4
2022-11-12,22,11,2022,Saturday,Yes,Pick Up,Cashier,13.25,3
2022-11-13,13,11,2022,Sunday,No,Pick Up,Cashier,3.5,1
2022-11-13,14,11,2022,Sunday,No,Pick Up,Cashier,27.0,2
2022-11-13,15,11,2022,Sunday,No,Pick Up,Cashier,3.75,2
2022-11-13,16,11,2022,Sunday,No,Pick Up,Cashier,12.0,1
2022-11-13,17,11,2022,Sunday,No,Pick Up,Cashier,39.75,4
2022-11-13,18,11,2022,Sunday,No,Pick Up,Cashier,5.75,1
2022-11-13,19,11,2022,Sunday,No,Pick Up,Cashier,15.5,2
2022-11-13,20,11,2022,Sunday,No,Pick Up,Cashier,63.0,6
2022-11-13,22,11,2022,Sunday,No,Pick Up,Cashier,13.25,2
2022-11-13,23,11,2022,Sunday,No,Pick Up,Cashier,44.75,6
2022-11-14,12,11,2022,Monday,No,Pick Up,Cashier,17.0,2
2022-11-14,13,11,2022,Monday,No,Pick Up,Cashier,5.0,1
2022-11-14,14,11,2022,Monday,No,Pick Up,Cashier,35.0,4
2022-11-14,15,11,2022,Monday,No,Pick Up,Cashier,12.0,1
2022-11-14,16,11,2022,Monday,No,Pick Up,Cashier,66.0,7
2022-11-14,17,11,2022,Monday,No,Pick Up,Cashier,20.0,2
2022-11-14,18,11,2022,Monday,No,Pick Up,Cashier,77.75,10
2022-11-14,19,11,2022,Monday,No,Pick Up,Cashier,11.0,1
2022-11-14,21,11,2022,Monday,No,Pick Up,Cashier,5.0,1
2022-11-15,11,11,2022,Tuesday,No,Pick Up,Cashier,20.0,1
2022-11-15,12,11,2022,Tuesday,No,Pick Up,Cashier,16.5,2
2022-11-15,13,11,2022,Tuesday,No,Pick Up,Cashier,51.5,5
2022-11-15,14,11,2022,Tuesday,No,Pick Up,Cashier,75.0,9
2022-11-15,15,11,2022,Tuesday,No,Pick Up,Cashier,84.75,7
2022-11-15,16,11,2022,Tuesday,No,Pick Up,Cashier,121.5,10
2022-11-15,17,11,2022,Tuesday,No,Pick Up,Cashier,24.5,3
2022-11-15,18,11,2022,Tuesday,No,Pick Up,Cashier,0.9,1
2022-11-15,20,11,2022,Tuesday,No,Pick Up,Cashier,24.5,2
2022-11-15,21,11,2022,Tuesday,No,Pick Up,Cashier,6.5,2
2022-11-15,22,11,2022,Tuesday,No,Pick Up,Cashier,5.0,1
2022-11-16,11,11,2022,Wednesday,No,Pick Up,Cashier,50.5,3
2022-11-16,12,11,2022,Wednesday,No,Pick Up,Cashier,10.5,2
2022-11-16,13,11,2022,Wednesday,No,Pick Up,Cashier,24.25,4
2022-11-16,14,11,2022,Wednesday,No,Pick Up,Cashier,63.5,7
2022-11-16,15,11,2022,Wednesday,No,Pick Up,Cashier,70.0,7
2022-11-16,16,11,2022,Wednesday,No,Pick Up,Cashier,108.0,11
2022-11-16,17,11,2022,Wednesday,No,Pick Up,Cashier,72.5,10
2022-11-16,18,11,2022,Wednesday,No,Pick Up,Cashier,30.5,1
2022-11-16,19,11,2022,Wednesday,No,Dine In,Cashier,0.0,1
2022-11-16,19,11,2022,Wednesday,No,Pick Up,Cashier,60.0,5
2022-11-16,20,11,2022,Wednesday,No,Pick Up,Cashier,32.5,5
2022-11-17,13,11,2022,Thursday,No,Pick Up,Cashier,40.25,3
2022-11-17,14,11,2022,Thursday,No,Pick Up,Cashier,11.25,2
2022-11-17,15,11,2022,Thursday,No,Pick Up,Cashier,41.0,3
2022-11-17,16,11,2022,Thursday,No,Pick Up,Cashier,22.75,3
